date,ANO_flatID,ANO_pointID,collector,habitat,NiN_type,species,individual_nr,plant_height_cm,length_lb_cm,nr_segments_lb,Segment,length_mm,nr_leaves,nr_scars,nr_branch_scars,nr_side_branches,nr_fruits,nr_fruit_buds,leaf_weight,stem_weight,branches_weight,fruit_weight,fruitbuds_weight,sidebranches_weight,remarks,UniqueID,UniqueID_Sonya,UniqueID_Plant,Herbarium_Yes/No,Weighed_Yes/No,Weighed and Bag found
27.08.24,,MK8_1,MK,forest,,vv,1,11.2,11.8,3,S24,61,11,12,,0,0,,,,,,,,,,_MK8_1__vv,_MK8_1__vv_1,,,
,,,,,,,,,,,S23,40,4,11,,0,0,,,,,,,,,,___,____,,,
,,frequent,,,,,,,,,S22,28,0,6,,1,0,,,,,,,,,,_frequent__,_frequent___,,,
27.08.24,,MK9_4,MK,open,,vv,4,13,14.6,4,S24,38,9,11,,0,0,,,,,,,,,,_MK9_4__vv,_MK9_4__vv_4,,,
,,,,,,,,,,,S23,30,4,10,,0,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,46,0,7,,0,0,,,,,,,,,,___,____,,,
27.08.24,,MK9_3,MK,open,,vv,3,13.5,12.4,2,S24,46,11,17,,0,0,,,,,,,,,,_MK9_3__vv,_MK9_3__vv_3,,,
,,,,,,,,,,,S23,78,2,14,,1,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,___,____,,,
29.8.24,0907,35,MK,,T32C3,vv,2,17.8,16.5,3,S24,61,12,14,,,,,,,,,,,,,0907_35_T32C3_vv,0907_35_T32C3_vv_2,,,
,,,,,,,,,,,S23,26,8,9,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,125,0,13,,,,,,,,,,,,,___,____,,,
29.8.24,0907,35,MK,,T32C3,vm,1,17.5,18.4,3,S24,57,10,12,,,,,,,,,,,,,0907_35_T32C3_vm,0907_35_T32C3_vm_1,,,
,,,,,,,,,,,S23,37,2,8,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,82,0,8,,,,,,,,,,,,,___,____,,,
30.09.24,1296,66,MK,,,vm,2,11.7,15.3,3,S24,66,7,7,,,,,,,,,,,,,1296_66__vm,1296_66__vm_2,,,
,,,,,,,,,,,S23,46,0,4,,2,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,47,0,5,,,,,,,,,,,,,___,____,,,
30.09.24,1296,66,MK,,,vm,1,16.5,14.4,3,S24,43,7,7,,,,,,,,,,,,,1296_66__vm,1296_66__vm_1,,,
,,,,,,,,,,,S23,57,0,6,,3,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,49,0,4,,3,,,,,,,,,,,___,____,,,
30.09.24,1296,66,MK,,,vv,2,11.5,13.3,3,S24,65,11,13,,,,,,,,,,,,,1296_66__vv,1296_66__vv_2,,,
,,,,,,,,,,,S23,38,5,8,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,35,0,3,,,,,,,,,,,,,___,____,,,
30.09.24,1296,66,MK,,,vv,1,17.3,18,3,S24,82,14,15,,,,,,,,,,,,,1296_66__vv,1296_66__vv_1,,,
,,,,,,,,,,,S23,60,8,,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,25,0,3,,1,,,,,,,,,,,___,____,,,
09.09.24,LY_O,,KB,open,,vm,1,8.3,10.3,4,S24,23,6,6,,0,0,,0.194,0.00848,0,0,,,,,LY_O___vm,LY_O___vm_1,,Yes,
,,,,,,,,,,,S23,33,0,7,,1,0,,0,0.02471,0.01447,0,,,,,___,____,,,
,,,,,,,,,,,S22,22,0,6,,2,0,,0,0.01922,0.00502,0,,,,,___,____,,,
09.09.24,LY_O,,KB,open,,vm,2,10.9,11.7,6,S24,31,4,5,,0,0,,0.02268,0.01224,0,0,,,Difficult to tell if iit was 5 or 6 segments,,LY_O___vm,LY_O___vm_2,,Yes,
,,,,,,,,,,,S23,22,0,6,,2,0,,0,0.01254,0.03594,0,,,,,___,____,,,
,,,,,,,,,,,S22,24,0,5,,0,0,,0,0.02681,0,0,,,,,___,____,,,
09.09.24,LY_O,,KB,open,,vv,2,10.3,13.2,5,S24,37,11,13,,0,0,,0.11861,0.01831,0,0,,,,,LY_O___vv,LY_O___vv_2,,Yes,
,,,,,,,,,,,S23,32,6,10,,0,0,,0.05555,0.02296,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,29,0,8,,0,0,,0,0.02261,0,0,,,Difficult to tell where segment 3 ended,,___,____,,,
09.09.24,LY_O,,KB,open,,vm,3,7.7,9,3,S24,27,6,7,,0,0,,0.02464,0.012,0,0,,,,,LY_O___vm,LY_O___vm_3,,Yes,
,,,,,,,,,,,S23,35,0,9,,2,0,,0,0.0312,0.4263,0,,,,,___,____,,,
,,,,,,,,,,,S22,29,0,8,,0,0,,0,0.02681,0,0,,,,,___,____,,,
09.09.24,LY_O,,KB,open,,vv,3,9.3,8.1,3,S24,15,12,12,,0,0,,0.04583,0.00397,0,0,,,,,LY_O___vv,LY_O___vv_3,,Yes,
,,,,,,,,,,,S23,62.5,7,16,,0,0,,0.03619,0.03185,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,3,0,1,,0,0,,0,0.0016,0,0,,,,,___,____,,,
09.09.24,LY_F,,KB,forest,,vv,1,14.8,28.8,8,S24,20,8,9,,0,0,,0.03759,0.00348,0,0,,,"Some brown leafs left in the bag but unsure where they are from, could be from the S3 22 segment ",,LY_F___vv,LY_F___vv_1,,Yes,
,,,,,,,,,,,S23,35,5,11,,0,0,,0.06217,0.01512,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,58,1,13,,0,0,,0.01263,0.04537,0,0,,,,,___,____,,,
09.09.24,LY_F,,KB,forest,,vm,1,31.5,35.5,5,S24,41,4,6,,0,0,,0.03529,0.02554,0,0,,,,,LY_F___vm,LY_F___vm_1,,Yes,
,,,,,,,,,,,S23,91,0,9,,3,0,,0,0.09068,0.10592,0,,,,,___,____,,,
,,,,,,,,,,,S22,156,0,13,,7,0,,0,0.41421,0.51894,0,,,,,___,____,,,
09.09.24,LY_F,,KB,forest,,vm,3,49.2,59,12,S24,45,7,7,,0,0,,0.05621,0.02308,0,0,,,2 leafs and one branch bottom of bag unsure where it belongs,,LY_F___vm,LY_F___vm_3,,Yes,
,,,,,,,,,,,S23,113,0,11,,3,0,,0,0.14939,0.21045,0,,,,,___,____,,,
,,,,,,,,,,,S22,58,0,6,,3,0,,0,0.13572,0.44151,0,,,,,___,____,,,
09.09.24,LY_F,,KB,forest,,vv,3,25.5,37.4,7,S24,37,11,13,,0,0,,0.08423,0.01042,0,0,,,excess weight vv_3 + vm_3: 0.57725,,LY_F___vv,LY_F___vv_3,,Yes,
,,,,,,,,,,,S23,61,9,15,,0,0,,0.18951,0.03878,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,56,5,13,,1,0,,0.09439,0.0531,0,0,,,,,___,____,,,
09.09.24,LY_F,,KB,forest,,vm,2,49.6,55.5,9,S24,78,9,10,,0,2,,0.08475,0.07611,0,0.06758,,,,,LY_F___vm,LY_F___vm_2,,Yes,
,,,,,,,,,,,S23,75,0,8,,1,0,,0,0.1545,0.17026,0,,,,,___,____,,,
,,,,,,,,,,,S22,43,0,5,,3,0,,0,0.14844,0.824,0,,,,,___,____,,,
09.09.24,LY_F,,KB,forest,,vv,2,22.1,26.4,7,S24,57,11,16,,0,0,,0.11138,0.02452,0,0,,,excess weight vv_2 + vm_2: 0.17554,,LY_F___vv,LY_F___vv_2,,Yes,
,,,,,,,,,,,S23,48,8,10,,0,0,,0.06412,0.02717,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,31,2,11,,1,0,,0.00386,0.03051,0.02116,0,,,,,___,____,,,
,SO_F,,KB,forest,,vv,1,21,19.1,3,S24,48,13,14,,0,0,,0.20931,0.02748,0,0,,,,,SO_F___vv,SO_F___vv_1,No,Yes,
,,,,,,,,,,,S23,62,10,17,,0,0,,0.15336,0.0551,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,75,7,13,,0,0,,0.08536,0.07517,0,0,,,,,___,____,,,
,SO_F,,KB,forest,,vv,2,24.2,25.4,3,S24,60,10,18,,0,0,,0.21646,0.04499,0,0,,,,,SO_F___vv,SO_F___vv_2,No,Yes,
,,,,,,,,,,,S23,77,10,21,,0,0,,0.32059,0.10019,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,111,3,12,,0,0,,0.0508,0.20755,0,0,,,,,___,____,,,
,SO_F,,KB,forest,,vv,3,16.4,24.1,4,S24,56,12,14,,0,0,,0.2004,0.03589,0,0,,,,,SO_F___vv,SO_F___vv_3,Yes,Yes,
,,,,,,,,,,,S23,70,10,16,,0,0,,0.18161,0.06709,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,46,2,9,,0,0,,0.00896,0.04191,0,0,,,,,___,____,,,
,SO_F,,KB,forest,,vm,1,24.2,28.4,7,S24,52,7,7,,0,0,,0.05083,0.03691,0,0,,,,,SO_F___vm,SO_F___vm_1,Yes,Yes,
,,,,,,,,,,,S23,66,0,7,,2,0,,0,0.08868,0.14548,0,,,,,___,____,,,
,,,,,,,,,,,S22,54,0,6,,2,0,,0,0.1179,0.32053,0,,,,,___,____,,,
,SO_F,,KB,forest,,vm,2,25.4,24.2,4,S24,57,7,7,,0,0,,0.05893,0.03853,0,0,,,,,SO_F___vm,SO_F___vm_2,Yes,Yes,
,,,,,,,,,,,S23,81,0,7,,2,0,,0,0.11514,0.15311,0,,,,,___,____,,,
,,,,,,,,,,,S22,67,0,7,,2,0,,0,0.11584,0.10695,0,,,,,___,____,,,
,SO_F,,KB,forest,,vm,3,22.3,20.6,5,S24,22,4,5,,0,0,,0.02119,0.00733,0,0,,,,,SO_F___vm,SO_F___vm_3,Yes,Yes,
,,,,,,,,,,,S23,30,0,5,,1,0,,0,0.01463,0.0164,0,,,,,___,____,,,
,,,,,,,,,,,S22,42,0,5,,2,0,,0,0.02958,0.06647,0,,,,,___,____,,,
,KK_F,,KB,forest,,vm,1,21.5,23.4,6,S24,28,6,6,,0,0,,0.02521,0.01019,0,0,,,,,KK_F___vm,KK_F___vm_1,,Yes,
,,,,,,,,,,,S23,14,0,1,,1,0,,0,0.00818,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,32,0,6,,1,0,,0,0.02325,0.02867,0,,,,,___,____,,,
,KK_F,,KB,forest,,vm,2,21.2,20.6,6,S24,55,7,7,,0,0,,0.04411,0.03163,0,0,,,,,KK_F___vm,KK_F___vm_2,,Yes,
,,,,,,,,,,,S23,51,0,4,,2,0,,0,0.06992,0.14846,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,0,3,,0,0,,0,0.01914,0,0,,,,,___,____,,,
,KK_F,,KB,forest,,vm,3,19.1,24.5,9,S24,11,3,3,,0,0,,0.00191,0.00248,0,0,,,,,KK_F___vm,KK_F___vm_3,,Yes,
,,,,,,,,,,,S23,5,0,3,,1,0,,0,0.00185,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,24,0,4,,1,0,,0,0.01181,0.0082,0,,,,,___,____,,,
,KK_F,,KB,forest,,vv,1,23.2,19.7,6,S24,32,11,11,,0,0,,0.09204,0.00665,0,0,,,Big diff between H and LB?,,KK_F___vv,KK_F___vv_1,,Yes,
,,,,,,,,,,,S23,28,0,10,,0,0,,0,0.01223,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,35,0,10,,0,0,,0,0.02122,0,0,,,,,___,____,,,
,KK_F,,KB,forest,,vv,2,21.6,16.3,3,S24,63,14,15,,0,0,,0.15993,0.02658,0,0,,,Big diff between H and LB?,,KK_F___vv,KK_F___vv_2,,Yes,
,,,,,,,,,,,S23,45,6,16,,0,0,,0.0851,0.03248,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,57,0,8,,0,0,,0.07602,0.01302,0,0,,,,,___,____,,,
,KK_F,,KB,forest,,vv,3,18.6,17.6,4,S24,60,12,15,,0,0,,0.11232,0.02415,0,0,,,,,KK_F___vv,KK_F___vv_3,,Yes,
,,,,,,,,,,,S23,43,7,12,,0,0,,0.04942,0.02722,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,19,0,4,,0,0,,0,0.0134,0,0,,,,,___,____,,,
,KK_O,,KB,open,,vm,1,14.5,19.4,8,S24,25,6,6,,0,0,,0.02585,0.00899,0,0,,,,,KK_O___vm,KK_O___vm_1,,Yes,
,,,,,,,,,,,S23,13,0,2,,0,0,,0,0.00514,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,27,0,2,,1,0,,0,0.02418,0.02749,0,,,,,___,____,,,
,KK_O,,KB,open,,vm,2,13.9,13.9,5,S24,36,8,8,,0,0,,0.03545,0.01804,0,0,,,,,KK_O___vm,KK_O___vm_2,,Yes,
,,,,,,,,,,,S23,37,1,2,,2,0,,0,0.03515,0.07176,0,,,,,___,____,,,
,,,,,,,,,,,S22,38,0,7,,1,0,,0,0.05041,0.143,0,,,Not done writing note,,___,____,,,
,KK_O,,KB,open,,vm,3,19.6,18.2,5,S24,90,10,10,,0,0,,0.07725,0.06778,0,0,,,,,KK_O___vm,KK_O___vm_3,,Yes,
,,,,,,,,,,,S23,46,0,2,,1,0,,0,0.05123,0.06766,0,,,,,___,____,,,
,,,,,,,,,,,S22,35,0,7,,2,0,,0,0.05954,0.16056,0,,,,,___,____,,,
,KK_O,,KB,open,,vv,1,15.6,14.4,5,S24,56,16,16,,0,0,,0.19562,0.03295,0,0,,,,,KK_O___vv,KK_O___vv_1,,Yes,
,,,,,,,,,,,S23,23,5,16,,0,0,,0.09555,0.03034,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,35,12,18,,0,0,,0.01321,0.02044,0,0,,,,,___,____,,,
,KK_O,,KB,open,,vv,2,11.7,10.5,4,S24,35,13,13,,0,0,,0.12917,0.01542,0,0,,,,,KK_O___vv,KK_O___vv_2,,Yes,
,,,,,,,,,,,S23,,,,,,,,,,,,,,S23 is missing from the bag,,___,____,,,
,,,,,,,,,,,S22,35,11,17,,0,0,,0.03291,0.02491,0,0,,,,,___,____,,,
,KK_O,,KB,open,,vv,3,11,10.9,3,S24,41,13,15,,0,0,,0.12732,0.01854,0,0,,,,,KK_O___vv,KK_O___vv_3,,Yes,
,,,,,,,,,,,S23,43,5,13,,0,0,,0.05016,0.02881,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,29,0,7,,0,0,,0,0.01777,0,0,,,,,___,____,,,
09.09.24,LY_O,,KB,open,,vv,1,5,7.8,4,S24,14,9,9,,0,0,,0.04634,0.0036,0,0,,,,,LY_O___vv,LY_O___vv_1,,Yes,
,,,,,,,,,,,S23,29,5,12,,0,0,,0.02967,0.01305,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,22,0,5,,0,0,,0,0.00803,0,0,,,,,___,____,,,
,SO_O,,KB,open,,vv,1,17.2,13.9,4,S24,34,11,15,,0,0,,0.07933,0.01126,0,0,,,,,SO_O___vv,SO_O___vv_1,Yes,Yes,
,,,,,,,,,,,S23,54,2,17,,1,0,,0.05292,0.04257,0.00372,0,,,,,___,____,,,
,,,,,,,,,,,S22,37,1,9,,1,0,,0.00393,0.03021,0.03766,0,,,,,___,____,,,
,SO_O,,KB,open,,vv,2,19.2,18.7,4,S24,43,14,15,,0,0,,0.19671,0.02414,0,0,,,,,SO_O___vv,SO_O___vv_2,Yes,Yes,
,,,,,,,,,,,S23,43,7,15,,0,0,,0.10907,0.03599,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,74,3,22,,0,0,,0.0237,0.07864,0,0,,,,,___,____,,,
,SO_O,,KB,open,,vv,3,22.3,23.7,4,S24,49,14,18,,1,11,,0.2162,0.03021,0,0.2409,,,sidebranch is berry stem,,SO_O___vv,SO_O___vv_3,Yes,Yes,
,,,,,,,,,,,S23,102,1,15,,1,0,,0.01788,0.09792,0.02357,0,,,,,___,____,,,
,,,,,,,,,,,S22,54,0,6,,0,0,,0,0.06545,0,0,,,,,___,____,,,
,SO_O,,KB,open,,vm,1,33,30.1,5,S24,40,6,8,,0,0,,0.04781,0.02043,0,0,,,,,SO_O___vm,SO_O___vm_1,Yes,Yes,
,,,,,,,,,,,S23,86,0,11,,5,0,,0,0.11162,0.1544,0,,,,,___,____,,,
,,,,,,,,,,,S22,114,0,11,,5,0,,0,0.53105,1.42017,0,,,,,___,____,,,
,SO_O,,KB,open,,vm,2,27.1,25.2,6,S24,34,6,6,,0,0,,0.04316,0.01783,0,0,,,,,SO_O___vm,SO_O___vm_2,Yes,Yes,
,,,,,,,,,,,S23,74,0,9,,4,0,,0,0.07623,0.1169,0,,,,,___,____,,,
,,,,,,,,,,,S22,83,0,8,,1,0,,0,0.16094,0.20344,0,,,,,___,____,,,
,SO_O,,KB,open,,vm,3,29.2,38.1,9,S24,27,5,6,,0,0,,0.02925,0.01089,0,0,,,,,SO_O___vm,SO_O___vm_3,Yes,Yes,
,,,,,,,,,,,S23,67,0,9,,4,0,,0,0.05153,0.09503,0,,,,,___,____,,,
,,,,,,,,,,,S22,79,0,10,,5,0,,0,0.14431,0.54337,0,,,,,___,____,,,
,KIL,,JULIA,,,vv,1,5.3,5.5,3,S24,8,0,0,,0,4,,NA,NA,NA,0.14356,,,"Plant length not including fruit segment! S24: Only berries, no stem/leafs",,KIL___vv,KIL___vv_1,,Yes,
,,,,,,,,,,,S23,19,10,10,,0,0,,0.05835,0.00791,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,22,9,11,1,1,0,,0.07914,0.01448,0.05712,0,,,,,___,____,,,
,KIL,,JULIA,,,vv,2,4.6,3.8,3,S24,18,9,9,,0,0,,0.01945,0.00251,0,0,,,,,KIL___vv,KIL___vv_2,,Yes,
,,,,,,,,,,,S23,20,10,12,1,1,0,,0.09102,0.00999,0.04212,0,,,1 Fruitstand coming out of the top,,___,____,,,
,,,,,,,,,,,S22,10,2,6,,0,0,,0.00711,0.0051,0,0,,,,,___,____,,,
,KIL,,JULIA,,,vv,3,2.7,3.1,3,S24,9,8,8,,0,0,,0.02297,0.00221,0,0,,,,,KIL___vv,KIL___vv_3,,Yes,
,,,,,,,,,,,S23,11,4,8,,,0,,0.02149,0.00417,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,0,2,2,2,0,,0,0.00735,0.06979,0,,,"sample included LB in bag; LB stem weight: 0.04945, LB leaf weight: 0.00384",,___,____,,,
,KIL,,JULIA,,,vv,4,14,11.7,4,S24,40,7,9,,0,0,,0.09065,0.01399,0,0,,,1 fruit cluser about to burst,,KIL___vv,KIL___vv_4,,Yes,
,,,,,,,,,,,S23,30,6,19,,0,0,,0.04657,0.01497,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,40,2,8,,0,0,,0.01194,0.02111,0,0,,,,,___,____,,,
,KIL,,JULIA,,,vv,5,15.5,19.4,5,S24,38,9,10,,0,0,,0.10333,0.0136,0,0,,,,,KIL___vv,KIL___vv_5,,Yes,
,,,,,,,,,,,S23,43,8,11,1,1,0,,0.13717,0.03055,0.05722,0,,,,,___,____,,,
,,,,,,,,,,,S22,60,6,11,,0,0,,0.08579,0.05077,0,0,,,,,___,____,,,
,KIL,,JULIA,,,vv,6,11.6,15.3,7,S24,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,has no new year growth only flower cluster,,KIL___vv,KIL___vv_6,,Yes,
,,,,,,,,,,,S23,20,8,8,,0,0,,0.09399,0.01006,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,24,5,10,,0,0,,0.0855,0.01445,0,0,,,,,___,____,,,
,KIL,,JULIA,,,vm,1,10,9.2,3,S24,28,6,16,,0,0,,0.03253,0.01226,0,0,,,,,KIL___vm,KIL___vm_1,,Yes,
,,,,,,,,,,,S23,46,0,4,3,3,0,,0,0.04215,0.09276,0,,,,,___,____,,,
,,,,,,,,,,,S22,21,0,2,,0,0,,0,0.02622,0,0,,,,,___,____,,,
,KIL,,JULIA,,,vm,2,9.4,7.4,2,S24,40,8,8,,0,0,,0.04553,0.02506,0,0,,,,,KIL___vm,KIL___vm_2,,Yes,
,,,,,,,,,,,S23,40,0,2,3,3,0,,0,0.03667,0.09789,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,only 2 segments,,___,____,,,
,KIL,,JULIA,,,vm,3,10.3,7.3,3,S24,10,4,4,,0,0,,0.01414,0.00268,0,0.01786,,,,,KIL___vm,KIL___vm_3,,Yes,
,,,,,,,,,,,S23,36,0,3,3,3,0,,0,0.02225,0.04843,0,,,,,___,____,,,
,,,,,,,,,,,S22,32,0,2,2,2,0,,0,0.02731,0.09669,0,,,,,___,____,,,
,KIL,,JULIA,,,vm,4,18.3,15.9,5,S24,42,6,6,0,0,1,,0.02992,0.01474,0,0.01336,,,,,KIL___vm,KIL___vm_4,,Yes,
,,,,,,,,,,,S23,56,0,3,3,2,0,,0,0.07875,0.14941,0,,,,,___,____,,,
,,,,,,,,,,,S22,48,0,4,1,0,0,,0,0.09059,0.26908,0,,,,,___,____,,,
,KIL,,JULIA,,,vm,5,22.1,17.3,3,S24,32,5,5,0,0,0,,0.02899,0.01076,0,0.03848,,,,,KIL___vm,KIL___vm_5,,Yes,
,,,,,,,,,,,S23,88,0,3,5,4,0,,0,0.07875,0.14941,0,,,,,___,____,,,
,,,,,,,,,,,S22,60,0,2,2,1,0,,0,0.09059,0.26908,0,,,,,___,____,,,
,KIL,,JULIA,,,vm,6,19.5,16.5,3,S24,85,7,8,0,0,0,,0.04088,0.05141,0,0,,,,,KIL___vm,KIL___vm_6,,Yes,
,,,,,,,,,,,S23,62,0,7,0,0,0,,0,0.05655,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,30,0,2,1,1,0,,0,0.03408,0.1422,0,,,,,___,____,,,
,1358,33,,,,vm,1,18.9,16.6,4,S24,14,4,4,0,0,0,,0.00772,0.00316,0,0,,,,,1358_33__vm,1358_33__vm_1,Yes,Yes,
,,,,,,,,,,,S23,39,0,6,,3,0,,0,0.02473,0.00556,0,,,,,___,____,,,
,,,,,,,,,,,S22,79,0,10,,4,0,,0,0.12591,0.11829,0,,,,,___,____,,,
,1358,33,,,,vm,2,20.8,20.9,4,S24,74,8,8,,0,0,,0.05794,0.06354,0,0,,,,,1358_33__vm,1358_33__vm_2,Yes,Yes,
,,,,,,,,,,,S23,69,0,7,,4,0,,0,0.0907,0.13777,0,,,,,___,____,,,
,,,,,,,,,,,S22,52,0,6,,1,0,,0,0.10805,0.31935,0,,,,,___,____,,,
,1358,33,,,,vm,3,19.2,23.3,6,S24,41,6,6,,0,0,,0.03067,0.01874,0,0,,,,,1358_33__vm,1358_33__vm_3,,Yes,
,,,,,,,,,,,S23,78,0,7,,2,0,,0,0.06253,0.08933,0,,,,,___,____,,,
,,,,,,,,,,,S22,59,0,8,,3,0,,0,0.1722,0.32679,0,,,,,___,____,,,
,1358,33,,,,vv,1,10.6,12.2,5,S24,5,2,3,,0,0,,0.00086,0.00081,0,0,,,,,1358_33__vv,1358_33__vv_1,,Yes,
,,,,,,,,,,,S23,26,7,10,,0,0,,0.06414,0.01097,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,36,3,12,,1,0,,0.03514,0.02232,0.00192,0,,,,,___,____,,,
,1358,33,,,,vv,2,16.5,13.6,4,S24,19,11,11,,0,0,,0.03539,0.00441,0,0,,,,,1358_33__vv,1358_33__vv_2,,Yes,
,,,,,,,,,,,S23,54,9,13,,1,0,,0.16159,0.04323,0.04425,0,,,,,___,____,,,
,,,,,,,,,,,S22,51,6,13,,1,0,,0.0544,0.05624,0.05946,0,,,,,___,____,,,
,1358,33,,,,vv,3,9.1,7.2,1,S24,72,11,13,,0,0,,0.1035,0.03045,0,0,,,,,1358_33__vv,1358_33__vv_3,,Yes,
,,,,,,,,,,,S23,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,___,____,,,
,1358,35,,,,vm,1,27.8,23.7,4,S24,51,5,5,,0,0,,0.04539,0.04564,0,0,,,,,1358_35__vm,1358_35__vm_1,,Yes,
,,,,,,,,,,,S23,106,0,9,,3,0,,0,0.17221,0.15333,0,,,,,___,____,,,
,,,,,,,,,,,S22,45,0,5,,2,0,,0,0.11837,0.19033,0,,,,,___,____,,,
,1358,35,,,,vm,2,23.2,24.2,5,S24,41,5,6,,0,0,,0.03012,0.01739,,0,,,,,1358_35__vm,1358_35__vm_2,,Yes,
,,,,,,,,,,,S23,62,0,8,,3,0,,0,0.04408,0.02785,0,,,,,___,____,,,
,,,,,,,,,,,S22,21,0,2,,1,0,,0,0.02537,0.08762,0,,,,,___,____,,,
,1358,35,,,,vm,3,17.8,22.1,5,S24,51,6,7,,0,0,,0.02045,0.01671,0,0,,,,,1358_35__vm,1358_35__vm_3,,Yes,
,,,,,,,,,,,S23,81,0,9,,2,0,,0,0.0616,0.01309,0,,,,,___,____,,,
,,,,,,,,,,,S22,125,0,10,,6,0,,0,0.30215,0.27059,0,,,,,___,____,,,
,1358,35,,,,vv,1,6.7,13.9,4,S24,55,8,12,,0,0,,0.16799,0.02649,0,0,,,,,1358_35__vv,1358_35__vv_1,,Yes,
,,,,,,,,,,,S23,54,4,8,,1,0,,0.09125,0.04006,0.03543,0,,,,,___,____,,,
,,,,,,,,,,,S22,13,0,2,,0,0,,0,0.01277,0,0,,,,,___,____,,,
,1358,35,,,,vv,2,10.5,11.9,4,S24,53,6,14,,0,0,,0.07855,0.02196,0,0,,,,,1358_35__vv,1358_35__vv_2,,Yes,
,,,,,,,,,,,S23,51,0,12,,2,0,,0,0.03861,0.08325,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,0,2,,0,0,,0,0.00083,0,0,,,,,___,____,,,
,1358,35,,,,vv,3,13,10.5,,S24,,,,,,,,,,,,,,"All broken tips, not processed",,1358_35__vv,1358_35__vv_3,,,
,,,,,,,,,,,S23,,,,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,,,,,,,,,,,,,,,,___,____,,,
,897,31,,,,vm,1,12.3,15.1,7,S24,8,3,3,,0,0,,0.0047,0.0022,0,0,,,,,897_31__vm,897_31__vm_1,,Yes,
,,,,,,,,,,,S23,13,0,4,,1,0,,0,0.00384,0.00485,0,,,,,___,____,,,
,,,,,,,,,,,S22,27,0,6,,1,0,,0,0.01343,0.00784,0,,,,,___,____,,,
,897,31,,,,vm,2,14.4,21.5,7,S24,9,4,4,,0,0,,0.00792,0.00451,0,0,,,,,897_31__vm,897_31__vm_2,,Yes,
,,,,,,,,,,,S23,23,0,6,,0,0,,0,0.01144,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,39,0,7,,1,0,,0,0.0267,0.01734,0,,,,,___,____,,,
,897,31,,,,vm,3,13.7,28.7,5,S24,17,4,4,,0,1,,0.01612,0.00582,0,0.09095,,,Berry stem included in fruit weight,,897_31__vm,897_31__vm_3,,Yes,
,,,,,,,,,,,S23,39,0,6,,0,0,,0,0.02405,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,67,0,9,,2,0,,0,0.11239,0.2317,0,,,,,___,____,,,
,897,31,,,,vv,1,15.7,16.4,4,S24,28,10,10,,0,0,,0.06831,0.00891,0,0,,,,,897_31__vv,897_31__vv_1,,Yes,
,,,,,,,,,,,S23,53,13,20,,0,0,,0.08347,0.03917,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,24,2,11,,0,0,,0.01067,0.0428,0,0,,,,,___,____,,,
,897,31,,,,vv,2,13.1,13.2,5,S24,22,9,10,,0,0,,0.03779,0.00447,0,0,,,,,897_31__vv,897_31__vv_2,,Yes,
